,ver_claim_ids,pos
461,vclaim-sno-alligator-eats-girl-photo,['video']
462,vclaim-sno-alligator-rape-arrest,[]
463,vclaim-sno-alligator-selfie-hoax,['woman']
464,vclaim-sno-alligators-sewers,['colony']
465,vclaim-sno-alligators-white-house-pets,['presidents']
466,vclaim-sno-allison-mack-rothschild-clinton,"['mack', 'she']"
467,vclaim-sno-allstate-island-real,[]
468,vclaim-sno-alone-in-a-crowd,['photograph']
469,vclaim-sno-alt-right-hail-trump-salute,['spencer']
470,vclaim-sno-altered-states,['government']
471,vclaim-sno-alton-sterling-arrest-record,['sterling']
472,vclaim-sno-alton-sterling-killed-trump-supporter-robert-kinnison,[]
473,vclaim-sno-alton-sterling-photograph-myspace,['photograph']
474,vclaim-sno-alyssa-ahlgren-coffee-shop,['piece']
475,vclaim-sno-amanda-bynes-now,"['photograph', 'bynes']"
476,vclaim-sno-amanda-in-longview-trafficking-claim,['woman']
477,vclaim-sno-amazing-catch-2,['video']
478,vclaim-sno-amazing-catch,['clip']
479,vclaim-sno-amazing-duck-story,"['photographs', 'that']"
480,vclaim-sno-amazing-grace,['trader']
481,vclaim-sno-amazingly-beautiful-blood-clot,['photograph']
482,vclaim-sno-amazon-apple-phone-scam,"['amazon', 'activity', 'customer']"
483,vclaim-sno-amazon-auschwitz-decorations,['amazon']
484,vclaim-sno-amazon-bankrupting-united-states-postal-service,['use']
485,vclaim-sno-amazon-book-order-cancellation-scam,['amazon.com']
486,vclaim-sno-amazon-child-sex-dolls,['products']
487,vclaim-sno-amazon-college-textbook-rentals,"['amazon', 'customers']"
488,vclaim-sno-amazon-donations-sick-leave,['amazon']
489,vclaim-sno-amazon-drone-releasing-blimp,['video']
490,vclaim-sno-amazon-employees-food-stamps,"['employees', 'they']"
491,vclaim-sno-amazon-federal-taxes-2017,['amazon']
492,vclaim-sno-amazon-gathering-donations-goodwill,['amazon']
493,vclaim-sno-amazon-gift-card,['amazon']
494,vclaim-sno-amazon-holiday-shopping,['amazon']
495,vclaim-sno-amazon-issues-credits-in-e-book-settlement,['amazon']
496,vclaim-sno-amazon-logo-hitlers-mustache,"['amazon', 'users']"
497,vclaim-sno-amazon-no-income-taxes-2018,['amazon']
498,vclaim-sno-amazon-phone-call-scam,['amazon']
499,vclaim-sno-amazon-prime-adults,['%']
500,vclaim-sno-amazon-prime-increased-prices,['prime']
501,vclaim-sno-amazon-rainforest-on-fire-2019,['portions']
502,vclaim-sno-amazon-recall-ring-doorbells,"['amazon', 'they']"
503,vclaim-sno-amazon-shipping-mail-in-ballots,"['trump', 'bezos']"
504,vclaim-sno-amazon-shirts,[]
505,vclaim-sno-amazon-sidewalk-share-wifi,['sidewalk']
506,vclaim-sno-amazon-spray-boxes-chemicals,['company']
507,vclaim-sno-amazon-suspending-deliveries-covid,"['amazon', 'it']"
508,vclaim-sno-amazon-tweet,[]
509,vclaim-sno-amazon-vaccine-distribution,"['amazon', 'trump']"
510,vclaim-sno-amb-iggy-uous,[]
511,vclaim-sno-amber-alert-chucky,['department']
512,vclaim-sno-amber-alert-shutdown,[]
513,vclaim-sno-amber-heard-fired,[]
514,vclaim-sno-amc-theaters-open-captions,['theatres']
515,vclaim-sno-amelia-bassano-william-shakespeare,[]
516,vclaim-sno-amelia-earharts-remains-located,['bones']
517,vclaim-sno-america-as-the-last-man-standing,['wilders']
518,vclaim-sno-america-first-ku-klux-klan-slogan,['slogan']
519,vclaim-sno-america-is-great-de-tocqueville,"['tocqueville', 'america', 'she']"
520,vclaim-sno-america-rounding-the-turn-covid-19,['u.s.']
521,vclaim-sno-america-scouts,['administration']
522,vclaim-sno-america-sings,[]
523,vclaim-sno-american-airlines-trump-rioters-dc,['airlines']
524,vclaim-sno-american-cancer-society-hoax,['society']
525,vclaim-sno-american-flag-doormats,['chain']
526,vclaim-sno-american-flag-white-house,"['meme', 'flag']"
527,vclaim-sno-american-girl,[]
528,vclaim-sno-american-pharaoh-released-wild,['zayat']
529,vclaim-sno-american-pie,['that']
530,vclaim-sno-american-psychiatric-association-pedophilia,"['association', 'it']"
531,vclaim-sno-american-samoa,[]
532,vclaim-sno-american-sniping,['moore']
533,vclaim-sno-american-spelling-canceled,['americans']
534,vclaim-sno-american-taliban-michael-thompson,['we']
535,vclaim-sno-american-taxpayers90-billion,"['taxpayers', 'they']"
536,vclaim-sno-american-teenager-in-prison,"['teenager', 'who']"
537,vclaim-sno-american-thinker-vote-fraud,"['site', 'thinker', 'it']"
538,vclaim-sno-american-three-terrorist-attacks,['missionary']
539,vclaim-sno-americans-flights-afghanistan,['department']
540,vclaim-sno-americans-immune-zika-virus,['americans']
541,vclaim-sno-americans-no-abilities-act,['congress']
542,vclaim-sno-americas-favorite-fast-food,['map']
543,vclaim-sno-americas-pediatricians-gender-kids,['group']
544,vclaim-sno-amero-coins,['u.s.']
545,vclaim-sno-amero-notes,['u.s.']
546,vclaim-sno-amish-buggies-trump,['photos']
547,vclaim-sno-amish-community-puppy-mills,['amish']
548,vclaim-sno-amish-dobergoat-fighting-ring-busted,['police']
549,vclaim-sno-amish-mafia,[]
550,vclaim-sno-amish-trump-presidential-victory,['brotherhood']
551,vclaim-sno-ammo-dump,"['sheriff', 'that', 'we']"
552,vclaim-sno-ammon-bundy-rosa-parks,['bundy']
553,vclaim-sno-amnesty-donald-trump-human-rights,"['international', 'trump']"
554,vclaim-sno-among-us-chicken-nugget-sale,[]
555,vclaim-sno-amusement-park-break-in-lawsuit,['women']
556,vclaim-sno-amy-barrett-handmaids-tale,"['barrett', 'that']"
557,vclaim-sno-amy-bruce-slow-dance,[]
558,vclaim-sno-amy-coney-barrett-breastfeeding,"['barrett', 'breastfeeding', 'that']"
559,vclaim-sno-amy-coney-barrett-fly,['photograph']
560,vclaim-sno-amy-coney-barrett-rhodes-scholar,['barrett']
561,vclaim-sno-amy-coney-barrett-women-property,"['barrett', 'women']"
562,vclaim-sno-amy-coney-barrett,"['trump', 'eyes']"
563,vclaim-sno-amy-schumer-arrested,[]
564,vclaim-sno-amy-schumer-female-remake-saving-private-ryan,['schumer']
565,vclaim-sno-amy-schumer-ripping-up-fetus,"['schumer', 'her']"
566,vclaim-sno-amy-winehouse-angelina-jordan,['video']
567,vclaim-sno-amy-winehouse-del-rey,"['photograph', 'winehouse']"
568,vclaim-sno-an-american-tail,['obama']
569,vclaim-sno-an-injection-addiction,"['studies', 'children', 'who']"
570,vclaim-sno-an-irish-goodbye,"['jindal', 'country']"
571,vclaim-sno-an-ode-to-america,['nistorescu']
572,vclaim-sno-anarchist-recruitment-flyer,['image']
573,vclaim-sno-anatomically-correct-change,['bison']
574,vclaim-sno-anatomically-incorrect,['cruz']
575,vclaim-sno-ancestry-dna-steal-own,"['ancestry.com', 'you']"
576,vclaim-sno-ancient-giant-trees,['photograph']
577,vclaim-sno-ancient-mayan-sculpture-batman,['photograph']
578,vclaim-sno-and-never-the-twain-shall-tweet,"['twain', 'winter', 'i']"
579,vclaim-sno-anderson-cooper-hurricane,"['photographs', 'cooper']"
580,vclaim-sno-anderson-cooper-laughing-at-kellyanne-conway,"['video', 'cooper', 'conway']"
581,vclaim-sno-andre-giant-holding-beer-can,['photograph']
582,vclaim-sno-andre-the-giant-samuel-beckett,"['beckett', 'they']"
583,vclaim-sno-andrew-cuomo-dog-governors-mansion,"['cuomo', 'he', 'member']"
584,vclaim-sno-andrew-cuomo-maskless-party,['photographs']
585,vclaim-sno-andrew-cuomo-pay-raise,"['cuomo', 'that', 'him']"
586,vclaim-sno-andrew-gillum-suspending-campaigning,['gillum']
587,vclaim-sno-andrew-giuliani-white-house,['son']
588,vclaim-sno-andrew-johnson-impeach-3-days,[]
589,vclaim-sno-andrew-lincoln-andes-flight,['father']
590,vclaim-sno-andrew-lincoln-death-hoax,['lincoln']
591,vclaim-sno-andrew-pollack-parkland-trump,[]
592,vclaim-sno-andrew-yang-old-york,['yang']
593,vclaim-sno-andromeda-galaxy-moon-photo,[]
594,vclaim-sno-andy-kaufman-hoax,['kaufman']
595,vclaim-sno-andy-rooney-on-everything,['list']
596,vclaim-sno-andy-rooney-politics,['rooney']
597,vclaim-sno-andys-coming,"['andy', 'them']"
598,vclaim-sno-angel-flights-fallen-soldiers,"['photograph', 'it']"
599,vclaim-sno-angel-fraley-v-facebook,['users']
600,vclaim-sno-angel-trees,"['army', 'families']"
601,vclaim-sno-angelina-jolie-death-hoax,['jolie']
602,vclaim-sno-angelina-jolie-send-children-back,['jolie']
603,vclaim-sno-angels-with-filthy-souls-real,"['kevin', 'alone']"
604,vclaim-sno-angry-atheists-ban-bible,['atheists']
605,vclaim-sno-animal-brothels-open-germany-migrant-population-hits-22-percent,['brothels']
606,vclaim-sno-animal-rescue-theft-harvey,['who']
607,vclaim-sno-animal-testing-cosmetics-photo,"['photograph', 'cosmetics']"
608,vclaim-sno-animal-testing-image,['photograph']
609,vclaim-sno-animas-river-spill,['spill']
610,vclaim-sno-anissa-weier-slenderman,['one']
611,vclaim-sno-ann-coulter-arrested-using-womens-bathroom,[]
612,vclaim-sno-ann-coulter-men-no-choice,"['coulter', 'men', 'they']"
613,vclaim-sno-ann-coulter-timothy-mcveigh-quote,"['coulter', 'her', 'regret', 'he']"
614,vclaim-sno-ann-coulter,['coulter']
615,vclaim-sno-ann-landers-quote-about-aging,"['we', 'others', 'we', 'they', 'we', 'they']"
616,vclaim-sno-ann-of-the-thousand-knights,['margret']
617,vclaim-sno-anna-kostenko,['slideshow']
618,vclaim-sno-annabelle-doll-escape-museum,['doll']
619,vclaim-sno-anne-frank-children-separated,['frank']
620,vclaim-sno-anne-frank-flowers-quote,"['frank', 'people', 'regret']"
621,vclaim-sno-anne-frank-good-news-quote,"['frank', 'everyone', 'news', 'you', 'you', 'you', 'you', 'potential']"
622,vclaim-sno-anne-frank-refugee,['family']
623,vclaim-sno-annie-glenn,['article']
624,vclaim-sno-anonymous-daily-stormer,['anonymous']
625,vclaim-sno-anonymous-donor-pays-2-5-million,['donor']
626,vclaim-sno-anonymous-masks-illegal,['it']
627,vclaim-sno-anonymous-opkkk,"['anonymous', 'politicians']"
628,vclaim-sno-another-man-ford-assault,"['man', 'ford']"
629,vclaim-sno-antarctic-wave,['photographs']
630,vclaim-sno-antarctica-covid-cases,['antarctica']
631,vclaim-sno-anthony-bouchard-romeo-juliet,"['bouchard', 'he', 'she', 'he', 'he']"
632,vclaim-sno-anthony-bourdain-expose-elite-ring,['celebrity']
633,vclaim-sno-anthony-bourdain-killed-by-clinton-operatives,['investigation']
634,vclaim-sno-anthony-hopkins-breaking-bad,"['hopkins', 'performance', 'i']"
635,vclaim-sno-anthony-hopkins-death-hoax,['hopkins']
636,vclaim-sno-anthony-hopkins-height,['hopkins']
637,vclaim-sno-anthony-kennedy-resignation-trump,['kennedy']
638,vclaim-sno-anthony-southern,[]
639,vclaim-sno-anthony-weiner-protective-custody,['he']
640,vclaim-sno-anti-antifa-shirt-capitol-riot,['photograph']
641,vclaim-sno-anti-drug-pencil-slogan-erased,['pencils']
642,vclaim-sno-anti-gay-bakers-lottery-payout,['owners']
643,vclaim-sno-anti-lockdown-protest-signs,['photograph']
644,vclaim-sno-anti-maim,['book']
645,vclaim-sno-anti-semitic-lockdown-protest,['photograph']
646,vclaim-sno-anti-sex-beds-2020-olympics,[]
647,vclaim-sno-anti-solar-panels-night-power,"['technology', 'panels']"
648,vclaim-sno-anti-trump-protesters-block-ambulance,"['father', 'protesters']"
649,vclaim-sno-anti-trump-protesters-bused-into-austin,['photograph']
650,vclaim-sno-anti-trump-protesters-destroy-america,['photograph']
651,vclaim-sno-anti-trump-protesters-killed-on-freeway,[]
652,vclaim-sno-anti-war-protester-moscow-sign,"['man', 'that', 'i']"
653,vclaim-sno-antifa-craigslist-nebraska,['antifa']
654,vclaim-sno-antifa-credit-card,['photograph']
655,vclaim-sno-antifa-dot-com-redirect,"['url', 'antifa.com']"
656,vclaim-sno-antifa-facial-recognition-capitol,['software']
657,vclaim-sno-antifa-flyer-trump-supporters,"['flyer', 'media']"
658,vclaim-sno-antifa-flyers-call-for-the-murder-of-white-children,['antifa']
659,vclaim-sno-antifa-hoax-tweet,['group']
660,vclaim-sno-antifa-manual-online,['images']
661,vclaim-sno-antifa-member-photographed-beating-police-officer,"['photograph', 'member']"
662,vclaim-sno-antifa-mugshots-charlottesville,['series']
663,vclaim-sno-antifa-muslim-minneapolis,['antifa']
664,vclaim-sno-antifa-nazi-flags,['image']
665,vclaim-sno-antifa-patriot-party,['supporters']
666,vclaim-sno-antifa-pour-concrete-on-tracks-causing-an-amtrak-train-to-derail,"['antifa', 'train']"
667,vclaim-sno-antifa-protest-sturgis-2018,"['activists', 'they']"
668,vclaim-sno-antifa-protestor-punch-m80,[]
669,vclaim-sno-antifa-redirect-joe-biden-website,"['url', 'antifa.com']"
670,vclaim-sno-antifa-stab-neo-nazi-haircut,['an']
671,vclaim-sno-antifa-starting-fires-oregon,['arsonists']
672,vclaim-sno-antifa-teachers-arrested-portland,['meme']
673,vclaim-sno-ants-termites-standoff,['video']
674,vclaim-sno-aoc-911-public-see-photos,"['cortez', 'public', 'they']"
675,vclaim-sno-aoc-accusation-trump-felony,['cortez']
676,vclaim-sno-aoc-actress-playing-lawmaker,['cortez']
677,vclaim-sno-aoc-alexandria-ocasio-cortez-wrong-billionaires,"['cortez', 'existence']"
678,vclaim-sno-aoc-ban-pledge-allegiance,"['.', 'cortez']"
679,vclaim-sno-aoc-businesses-closed-tweet,['cortez']
680,vclaim-sno-aoc-capitol-attack,"['cortez', 'she', 'she', 'rioting']"
681,vclaim-sno-aoc-chain-migration-melania,['cortez']
682,vclaim-sno-aoc-christianity-superstitious,['cortez']
683,vclaim-sno-aoc-confederate-flag-richmond,['flags']
684,vclaim-sno-aoc-daylight-saving-time,"['cortez', 'she', 'hour']"
685,vclaim-sno-aoc-defeat-war,"['cortez', 'you', 'you']"
686,vclaim-sno-aoc-democrats-eliminate-oil-gas,"['cortez', 'democrats', 'we']"
687,vclaim-sno-aoc-dua-lipa-ocasio-cortez,"['photographs', '2021']"
688,vclaim-sno-aoc-empty-parking-lot,['cortez']
689,vclaim-sno-aoc-fdr-amendment,"['congress', 'roosevelt']"
690,vclaim-sno-aoc-fined-sotu,[]
691,vclaim-sno-aoc-gop-sad-stupid-vanity-fair,"['cortez', 'conservatives']"
692,vclaim-sno-aoc-legal-voting-age-65,"['cortez', 'that']"
693,vclaim-sno-aoc-motorcycle-ban,['cortez']
694,vclaim-sno-aoc-omar-notre-dame-fire,"['cortez', 'that']"
695,vclaim-sno-aoc-omar-social-security,['cortez']
696,vclaim-sno-aoc-open-carry-bill-ban,"['aoc', 'that']"
697,vclaim-sno-aoc-pay-soldiers-much,"['cortez', 'we']"
698,vclaim-sno-aoc-pets,"['cortez', 'it', 'food']"
699,vclaim-sno-aoc-pickup-truck-owners,"['cortez', 'owners']"
700,vclaim-sno-aoc-private-truck-drivers-quote,"['cortez', 'drivers']"
701,vclaim-sno-aoc-scared-garbage-disposal,['cortez']
702,vclaim-sno-aoc-social-security-cut,['cortez']
703,vclaim-sno-aoc-trump-con-artists,"['cortez', 'jesus']"
704,vclaim-sno-aoc-us-people-garbage-quote,['cortez']
705,vclaim-sno-aoc-wall-mountains,"['cortez', 'technology', 'us']"
706,vclaim-sno-apartment-radiator-pandemic-spread,[]
707,vclaim-sno-apd-medic-tent,['officers']
708,vclaim-sno-appeal-from-the-heart,['facebook']
709,vclaim-sno-apple-blocked-directions-capitol,['apple']
710,vclaim-sno-apple-cider-vinegar-diet,"['cnn', 'who']"
711,vclaim-sno-apple-crumble,[]
712,vclaim-sno-apple-easter-calendar-iphone,['system']
713,vclaim-sno-apple-emergency-broadcast-system,"['update', 'trump']"
714,vclaim-sno-apple-jacked,['apple']
715,vclaim-sno-apple-juice-penis-size,['juice']
716,vclaim-sno-apple-letter-san-bernardino,"['cook', 'company']"
717,vclaim-sno-apple-music-deleting-files,['music']
718,vclaim-sno-apple-seeds-harmful,['seeds']
719,vclaim-sno-apple-support-call-on-suspicions,['support']
720,vclaim-sno-applebees-gift-certificates,"['restaurants', 'who']"
721,vclaim-sno-apples-blast-from-the-past,[]
722,vclaim-sno-april-fools39-day-origins,"['day', 'calendar', 'those', 'who']"
723,vclaim-sno-aquafina-bottled-water-not-freeze,"['aquafina', 'water']"
724,vclaim-sno-aquaman-crystal,"['scientists', 'which', 'anyone']"
725,vclaim-sno-ar-15-bullet-hole-size-wound,['circle']
726,vclaim-sno-arab-guy-renouncing-faith-television,"['video', 'man']"
727,vclaim-sno-arabic-on-canadian-police-cars,['police']
728,vclaim-sno-arabic-tote-bag,"['bag', 'who']"
729,vclaim-sno-arachnofauxbia,['photograph']
730,vclaim-sno-arapahoe-school-shooting-stopped-armed-sro,[]
731,vclaim-sno-arbys-liquid-meat,[]
732,vclaim-sno-arch-of-baal-judiciary,"['photograph', 'arch']"
733,vclaim-sno-archbishop-pedophilia-spiritual-encounter,['archbishop']
734,vclaim-sno-arcot-ramathorn-restriction,[]
735,vclaim-sno-arctic-century-photos,['comparison']
736,vclaim-sno-arctic-fox-iceberg,"['story', 'crew', 'it']"
737,vclaim-sno-arden-weenus-meat-softener,['ad']
738,vclaim-sno-are-10000-children-in-u-s-detention-centers,[]
739,vclaim-sno-are-bang-energy-drinks-flammable,['video']
740,vclaim-sno-are-bees-born-fully-grown,[]
741,vclaim-sno-are-blue-balls-a-real-thing,['arousal']
742,vclaim-sno-are-cavities-contagious,['cavities']
743,vclaim-sno-are-charitable-ngos-trafficking-people-across-the-mediterranean,['ngos']
744,vclaim-sno-are-children-being-assigned-numbers,['image']
745,vclaim-sno-are-children-orange-jumpsuits,['photograph']
746,vclaim-sno-are-diners-obligated-to-pay-mandatory-gratuity-or-tip-charges,['which']
747,vclaim-sno-are-essential-oils-poisonous-to-cats,['oils']
748,vclaim-sno-are-feminists-complaining-telepathic-rape,"['feminist', 'men', 'they']"
749,vclaim-sno-are-former-presidents-snubbing-trumps-inauguration,['presidents']
750,vclaim-sno-are-instant-pots-melting,['cookers']
751,vclaim-sno-are-jellyfish-and-lobsters-biologically-immortal,['they']
752,vclaim-sno-are-marshalls-and-tj-maxx-still-paying-employees-in-puerto-rico,[]
753,vclaim-sno-are-nfl-players-police-brutality-absentee-parents,"['players', 'they']"
754,vclaim-sno-are-parents-choice-diapers-chemical-burns,"['diapers', 'children']"
755,vclaim-sno-are-penguins-living-island-plastic,['video']
756,vclaim-sno-are-people-adopting-pit-bulls-euthanizing,['people']
757,vclaim-sno-are-people-dying-exposure-perfume,['who']
758,vclaim-sno-are-politicians-actual-psychopaths,"['study', 'percent']"
759,vclaim-sno-are-rosaries-taken-immigrants-border,['authorities']
760,vclaim-sno-are-standing-rock-protesters-being-sprayed-with-chemicals-from-crop-duster-planes,[]
761,vclaim-sno-are-there-871-convicted-felons-currently-playing-for-the-nfl,[]
762,vclaim-sno-are-there-worms-in-lipton-tea-bags,[]
763,vclaim-sno-are-these-children-separated-by-obama,['image']
764,vclaim-sno-are-these-women-protesting-trump,['photograph']
765,vclaim-sno-are-thieves-stealing-license-plates-in-a-carjacking-scheme,"['trend', 'who', 'they']"
766,vclaim-sno-are-third-graders-raffling-off-an-ar-15-after-the-parkland-shooting,"['team', 'missouri']"
767,vclaim-sno-are-vigilante-protesters-digging-up-confederate-graves,[]
768,vclaim-sno-are-walmart-holiday-rawhide-bones-toxic-to-dogs,"['walmart', 'they']"
769,vclaim-sno-are-white-people-being-assaulted-at-showing-of-black-panther,[]
770,vclaim-sno-are-you-a-cop,"['prostitutes', 'you', 'officers']"
771,vclaim-sno-area-51-raid-images,['photographs']
772,vclaim-sno-arent-you-glad-you-didnt-turn-on-the-light,['student']
773,vclaim-sno-aretha-franklin-donald-trump,['franklin']
774,vclaim-sno-argos-free-tv,['uk']
775,vclaim-sno-ari-fleischer-covid,['fleischer']
776,vclaim-sno-ariana-grande-american-flag-photograph,"['image', 'grande']"
777,vclaim-sno-ariana-grande-pay-manchester-bombing-funerals,"['grande', 'who']"
778,vclaim-sno-arizona-billboard,"['photograph', 'arizona', 'billboard']"
779,vclaim-sno-arizona-border-arsenal,['photographs']
780,vclaim-sno-arizona-camel-hunting-law,[]
781,vclaim-sno-arizona-chaplik-masks-hiv-aids,['chaplik']
782,vclaim-sno-arizona-covid-per-capita,"['data', 'arizona']"
783,vclaim-sno-arizona-dildo-law,['it']
784,vclaim-sno-arizona-drug-welfare-recipients,[]
785,vclaim-sno-arizona-protest,['photograph']
786,vclaim-sno-arizona-rest-area,['photographs']
787,vclaim-sno-arizona-tea-exposed-fda-using-human-urine-products,"['fda', 'company']"
788,vclaim-sno-arlington-car-robbery,['gangs']
789,vclaim-sno-arm-stammer,"['girl', 'student']"
790,vclaim-sno-arma-game-clip-ukraine,"['video', 'firing', 'military']"
791,vclaim-sno-armed-black-militia-georgia-park,['members']
792,vclaim-sno-armed-robber-shot-customers,['video']
793,vclaim-sno-armed-robot-video,['video']
