,ver_claim_ids,ver_claim_encodings
203,vclaim-sno-a-bridge-too-far,"[ 0.10272229  0.01054248  0.08917203 ...  0.08645126 -0.00341293
  0.0398933 ]"
204,vclaim-sno-a-brief-for-whitey,"[ 0.13012405  0.08813354  0.1640633  ... -0.02832597 -0.03814262
  0.17616476]"
205,vclaim-sno-a-brunt-message,"[ 0.05523837  0.11971308  0.07827733 ...  0.03854669 -0.03814262
  0.09321231]"
206,vclaim-sno-a-celebrity-had-a-flat-tire-in-your-town,"[ 0.18479525  0.07455391  0.16044402 ...  0.00650913 -0.03814262
  0.00614762]"
207,vclaim-sno-a-closed-captioned-reaction-2,[0.13714226 0.10570422 0.1314977  ... 0.07618872 0.02133816 0.03796   ]
208,vclaim-sno-a-closed-captioned-reaction,"[ 0.15043637  0.07883646  0.12079699 ...  0.08356333 -0.00468418
  0.06059374]"
209,vclaim-sno-a-curious-shadow,"[ 0.09316092  0.0651661   0.20826279 ...  0.02171388 -0.02619753
  0.02462055]"
210,vclaim-sno-a-difficult-cabin-announcement,"[ 0.08075849  0.10129469  0.19085234 ...  0.14793164 -0.03814262
  0.06736369]"
211,vclaim-sno-a-fair-shake,[0.04137956 0.09104599 0.07268581 ... 0.11188474 0.02997624 0.06922294]
212,vclaim-sno-a-family-photo,"[ 0.05682091  0.10478842  0.10448699 ...  0.14729942 -0.03814262
  0.07096523]"
213,vclaim-sno-a-farewell-to-arms,"[ 0.11101926  0.13834873  0.170137   ...  0.01363475 -0.02098567
 -0.0076019 ]"
214,vclaim-sno-a-ford-able,"[ 0.1135845   0.08006875  0.04695212 ... -0.03926747 -0.03814262
  0.13160177]"
215,vclaim-sno-a-ford-dealers-report,"[ 0.06904423  0.12676236  0.11624116 ...  0.02823928 -0.03814262
  0.10230993]"
216,vclaim-sno-a-german39s-view-on-islam,"[ 0.06109413  0.06346535  0.07840161 ...  0.02363301 -0.0168082
  0.10379075]"
217,vclaim-sno-a-good-shellacking,"[ 0.00338521  0.07158397  0.05058978 ...  0.11665179 -0.02615261
  0.03191524]"
218,vclaim-sno-a-jaded-state,"[ 0.09383156  0.12921849  0.06514508 ...  0.05686622 -0.03814262
  0.08307498]"
219,vclaim-sno-a-loon-way-home,"[ 0.09908368  0.17012818  0.09658984 ...  0.06547613 -0.03814262
  0.0498829 ]"
220,vclaim-sno-a-model-exposed,"[ 0.09090643  0.15080106  0.13944402 ...  0.06449281 -0.03814262
  0.07437076]"
221,vclaim-sno-a-murdered-witness,"[ 0.03838529  0.23016275  0.03583705 ...  0.08496    -0.03814262
  0.14442256]"
222,vclaim-sno-a-museum-on-every-corner,"[ 0.1282969   0.1402575   0.03964782 ...  0.08625133 -0.02989433
  0.06785877]"
223,vclaim-sno-a-mysterious-roofing-job,[0.09922428 0.         0.1315191  ... 0.         0.         0.        ]
224,vclaim-sno-a-new-breed-of-gunner,"[ 0.08075849  0.1197921   0.0924347  ...  0.11486081 -0.03814262
  0.09575225]"
225,vclaim-sno-a-night-in-casablanca,"[ 0.09265316  0.101727    0.02626181 ...  0.08168376 -0.03814262
  0.1434285 ]"
226,vclaim-sno-a-presidential-hug,"[ 0.08378629  0.13822038  0.17447591 ...  0.07064594 -0.03814262
  0.11829526]"
227,vclaim-sno-a-presidential-landfill,"[ 0.12411843  0.14285482  0.07227562 ...  0.00526315 -0.03814262
  0.07769105]"
228,vclaim-sno-a-public-disservice-announcement,"[ 0.10433443  0.10499679  0.03410025 ...  0.1093412  -0.01827625
  0.02551519]"
229,vclaim-sno-a-scan-of-wealth-and-taste,"[ 0.12441249  0.06075303  0.15830746 ...  0.07747047 -0.03814262
  0.02017294]"
230,vclaim-sno-a-secret-of-love,"[ 0.06030986  0.11993639  0.01401623 ...  0.06394239 -0.03814262
  0.14222986]"
231,vclaim-sno-a-series-of-unfortunate-events,[0.10272229 0.13934304 0.0943794  ... 0.10488836 0.03900104 0.04573773]
232,vclaim-sno-a-shady-giveaway,[0.0867378  0.21480916 0.05554316 ... 0.05559462 0.02608213 0.06610035]
233,vclaim-sno-a-shot-in-the-dark,"[ 0.08075849  0.14238551  0.04314027 ...  0.1110715  -0.03814262
  0.17803384]"
234,vclaim-sno-a-spanish-mystery,"[ 0.10272229  0.10543869  0.1070858  ...  0.06769435 -0.02963535
  0.065399  ]"
235,vclaim-sno-a-star-is-borne,[0.11127997 0.11942542 0.17598613 ... 0.05381568 0.         0.09220896]
236,vclaim-sno-a-starion-is-born,"[ 0.10352857  0.1098158   0.14198713 ...  0.00269937 -0.01261788
  0.04365123]"
237,vclaim-sno-a-tea-bird-in-the-hand,"[ 0.08507041  0.10889094  0.14178751 ...  0.06674602 -0.03814262
  0.1074157 ]"
238,vclaim-sno-a-thank-you-to-all-starbucks-customers,"[ 0.05991632  0.10513157  0.01505084 ...  0.00825376 -0.03814262
  0.17407109]"
239,vclaim-sno-a-tip-for-education,"[ 0.13561623  0.12786646  0.1740854  ...  0.12181529 -0.03814262
  0.13232014]"
240,vclaim-sno-a-tip-for-your-service,"[ 0.0595337   0.05409024  0.08630101 ...  0.05373894 -0.03814262
  0.00387327]"
241,vclaim-sno-a-toaster-dial-is-for-minutes-not-level-of-toasty-ness,"[ 0.0654981   0.10098314  0.1018604  ...  0.0971848  -0.00710431
 -0.02269025]"
242,vclaim-sno-a-truckin-miracle,"[ 0.03885665  0.02854394  0.12052309 ...  0.0723011  -0.03814262
 -0.00425228]"
243,vclaim-sno-a-very-muslim-christmas,"[-0.01490243  0.11010399  0.10472167 ...  0.08019631  0.00054138
 -0.00070413]"
244,vclaim-sno-a-victim-treats-his-mugger-right,[0.11831831 0.         0.15615061 ... 0.03334247 0.         0.03111625]
245,vclaim-sno-a-woman-in-a-revealing-dress-attended-a-hollywood-event-amidst-protests-against-sexual-harassment,"[ 0.16226174  0.02867835  0.23912424 ...  0.06932031 -0.03814262
  0.01083902]"
246,vclaim-sno-aaliyah-norris-bail,"[ 0.08156136  0.17599283  0.04438625 ...  0.234293   -0.03814262
  0.10007678]"
247,vclaim-sno-aaron-hernandez-not-guilty,"[ 0.09931754  0.07513347  0.03917629 ... -0.02106717 -0.03814262
  0.12409657]"
248,vclaim-sno-aaron-rodgers-bernie-sanders,"[ 0.0375425   0.11761534  0.01172007 ... -0.03926747 -0.03814262
  0.15862878]"
249,vclaim-sno-aaron-rodgers-stand-for-the-flag-kneel-for-the-cross-t-shirt,"[ 0.09184916  0.2846969   0.23072624 ...  0.09812672 -0.00117067
  0.15625717]"
250,vclaim-sno-aarp-supports-democratic-party,"[ 0.08093111  0.1426595   0.05284453 ...  0.00405754 -0.0164785
  0.02684501]"
251,vclaim-sno-aba-letter-covid19-masks,[0.03622717 0.1484708  0.11291514 ... 0.1133357  0.01573705 0.05197128]
252,vclaim-sno-abaco-bahamas-hurricane-dorian,"[ 0.13672334  0.11555607  0.13183604 ...  0.07627544 -0.03814262
  0.07635695]"
253,vclaim-sno-abandoned-city-near-joshua-tree,"[ 0.15215199  0.13926193  0.13715203 ...  0.13505296 -0.02095799
  0.07215685]"
254,vclaim-sno-abandoned-puppies,"[ 0.14422096  0.0693951   0.1508658  ...  0.0443421  -0.03814262
 -0.01085453]"
255,vclaim-sno-abandoned-russian-hospital,"[ 0.05682091  0.04858245  0.10448699 ...  0.13589594 -0.03814262
 -0.00778887]"
256,vclaim-sno-abandoned-submarine-photo,"[ 0.06780179  0.02804193  0.10448699 ...  0.11199188 -0.03814262
 -0.0046752 ]"
257,vclaim-sno-abbey-lain,[0.0498781  0.0094105  0.06748855 ... 0.10422994 0.01111749 0.04397034]
258,vclaim-sno-abby-johnson-household-voting,"[ 0.03844156  0.10740982  0.06451234 ...  0.0274363  -0.03814262
  0.11517487]"
259,vclaim-sno-abby-rode,"[ 0.03675071  0.10553332  0.14015165 ...  0.03361826 -0.03814262
  0.09225134]"
260,vclaim-sno-abc-news-bans-flag-lapel-pins,"[ 0.1550323   0.05578992  0.1681402  ...  0.07245401 -0.03814262
  0.1039212 ]"
261,vclaim-sno-abc-news-poll-trump-clinton,"[ 0.1176406   0.10733712  0.04655823 ...  0.09124418 -0.03814262
  0.19668297]"
262,vclaim-sno-abc-video-syrian-war-footage,"[ 0.15381359  0.08106206  0.10507978 ...  0.08251723 -0.03291593
  0.12253185]"
263,vclaim-sno-abdu-sharkawy-coronavirus,[0.11083017 0.10591634 0.13698031 ... 0.05530825 0.02689014 0.09376067]
264,vclaim-sno-able-bodied-ada-mask-loophole,"[ 0.12591685  0.11614599  0.19049856 ...  0.05425259 -0.03501068
 -0.02892261]"
265,vclaim-sno-aborted-fetuses-dumpster-michigan,"[ 0.09064381  0.10743029  0.16393371 ...  0.17092018 -0.03814262
  0.09362423]"
266,vclaim-sno-abortion-ar15-florida,"[ 0.00519587 -0.01422038  0.15898344 ...  0.13428211 -0.03814262
  0.00287359]"
267,vclaim-sno-abortion-barbie-doll,"[ 0.12069499  0.10001191  0.18218298 ...  0.07824089 -0.03814262
  0.0536028 ]"
268,vclaim-sno-abortion-breast-cancer-link,"[ 0.02959976  0.1103683   0.19469558 ...  0.09438691 -0.00131548
  0.10391196]"
269,vclaim-sno-abortion-clinic-forceps-christmas,[0.03892741 0.10311654 0.12990412 ... 0.19070244 0.         0.08880894]
270,vclaim-sno-abortion-doping-real-practice,"[ 0.08185297  0.0783863   0.12270827 ...  0.07532313 -0.02642259
  0.04197676]"
271,vclaim-sno-abortion-drown-flush,"[ 0.05864846  0.0697885   0.11798769 ...  0.031576   -0.03051865
  0.12283364]"
272,vclaim-sno-abortion-rates-presidencies,"[ 0.06420492  0.11564591  0.11175483 ...  0.01871879 -0.03814262
  0.04443181]"
273,vclaim-sno-abortion-survive-scream,"[ 0.0977551   0.04764167  0.02624084 ...  0.02520669 -0.03074586
  0.08523683]"
274,vclaim-sno-abortionist-strangled-baby-born-alive,[0.01597334 0.05746356 0.09392314 ... 0.01395601 0.00444377 0.06548098]
275,vclaim-sno-abraham-lincoln-didnt-quit,"[ 0.10793957  0.12227412  0.02920399 ... -0.02429614 -0.03814262
  0.12258483]"
276,vclaim-sno-abraham-lincolns-capitalism-prophecy,"[ 0.03221222  0.0902914   0.0477128  ... -0.01188991 -0.01318349
  0.13104087]"
277,vclaim-sno-abrams-assault-weapons,"[ 0.08375102  0.15530421  0.07250874 ...  0.10069025 -0.03814262
  0.15116236]"
278,vclaim-sno-abrams-campaign-sign-photo,"[ 0.0707479   0.1254902   0.10448699 ...  0.09010655 -0.03814262
  0.14882024]"
279,vclaim-sno-abrams-traded-manager,[0.03325974 0.10013805 0.09578095 ... 0.12172402 0.         0.09723854]
280,vclaim-sno-absentee-ballot-fraud-heritage,[0.10254494 0.15856346 0.10039607 ... 0.14074434 0.         0.00216903]
281,vclaim-sno-absentee-ballots-undeliverable,"[ 0.10668254  0.12095372  0.06690369 ... -0.02182508  0.02564905
  0.04986025]"
282,vclaim-sno-absentee-ballots,"[ 0.12851301  0.13556312  0.07586956 ...  0.02693787 -0.03814262
 -0.0287819 ]"
283,vclaim-sno-ac-moore-closing-down,"[ 0.0440909   0.15199868  0.0245391  ...  0.10682603 -0.03814262
  0.14578514]"
284,vclaim-sno-ac-or-aoc-ercot-texas-option,"[ 0.04488264  0.08845717  0.17000765 ... -0.03926747 -0.012681
  0.0447594 ]"
285,vclaim-sno-aca-versus-ahca,"[ 0.01611816  0.1659562   0.08429498 ...  0.00207133 -0.03188926
  0.00602039]"
286,vclaim-sno-accused-russian-spy-mariia-butina-photographed-oval-office,[0.11664731 0.01421782 0.10448699 ... 0.03470954 0.0290749  0.06974306]
287,vclaim-sno-ace-hardware-stands-against-standing-rock,"[ 0.10194068  0.09519483  0.14121914 ... -0.01756951 -0.02630918
  0.06771557]"
288,vclaim-sno-acesha-bright-murder,"[ 0.06634857  0.06065752  0.18595554 ...  0.01570334 -0.03814262
  0.02190731]"
289,vclaim-sno-acetone-deaf,"[ 0.04916463  0.17854123  0.09952026 ... -0.0281005   0.0067954
  0.04849163]"
290,vclaim-sno-acid-bomb,[0.11042517 0.08204359 0.16023375 ... 0.08777487 0.03473026 0.08692352]
291,vclaim-sno-acid-rain-warning,"[ 0.08063761  0.06676761  0.14020644 ...  0.03903655 -0.03403413
  0.01553662]"
292,vclaim-sno-aclu-christmas-cards,"[ 0.04491046  0.06040308  0.04936408 ...  0.15696344 -0.00879987
  0.05079672]"
293,vclaim-sno-aclu-director-resigns-over-transgender-bathroom-policy,[0.09849376 0.09978737 0.1517804  ... 0.08343066 0.04626641 0.07841133]
294,vclaim-sno-aclu-police-remove-body-cams-inauguration-protests,[0.07518733 0.13040154 0.11335421 ... 0.05355492 0.         0.        ]
295,vclaim-sno-aclu-travel-warning-texas,"[ 0.04583357  0.09305998  0.04816142 ... -0.03926747 -0.03084573
  0.09323099]"
296,vclaim-sno-aclu-trump-used-the-word-america,"[ 0.02585009  0.12785845  0.05650946 ...  0.07365202 -0.02158847
  0.07279629]"
297,vclaim-sno-act-like-youve-been-there-before,"[ 0.03851369  0.11284893  0.05728416 ...  0.03147904 -0.03814262
  0.10708022]"
298,vclaim-sno-activists-target-big-box-chain-target-with-holiday-boycott,"[ 0.08376414  0.10848064  0.07007325 ...  0.05198093 -0.03182349
  0.0062457 ]"
299,vclaim-sno-actor-harry-shearer-leaving-simpsons,"[ 0.10389908  0.14957027  0.06698497 ...  0.01610177 -0.03814262
  0.1500823 ]"
300,vclaim-sno-actor-sam-elliott-really-dead,"[ 0.11716295  0.08984755  0.01401623 ... -0.03336031 -0.03814262
  0.1364347 ]"
301,vclaim-sno-ad5-vaccine-hiv,[0.1100769  0.11647034 0.11037213 ... 0.00363327 0.03079645 0.0743857 ]
302,vclaim-sno-adam-12-pack,"[ 0.06947571  0.08220145  0.09845975 ... -0.02701297 -0.03814262
  0.03065764]"
303,vclaim-sno-adam-butsch-gallows-post-facebook,"[ 0.08478025  0.06380072  0.12853037 ...  0.08216736 -0.01037765
  0.1334084 ]"
304,vclaim-sno-adam-lambert-metallica-singer,"[ 0.12031341  0.06391701  0.08588002 ... -0.0327341  -0.03814262
  0.1875483 ]"
305,vclaim-sno-adam-sandler-dead,"[ 0.06344816  0.08388007  0.00834212 ...  0.03512146 -0.03814262
  0.13327444]"
306,vclaim-sno-adam-sandler-death-hoax-2,"[ 0.09553248  0.10996846  0.13341248 ... -0.00308584 -0.03814262
  0.1407035 ]"
307,vclaim-sno-adam-sandler-death,"[ 0.06652535  0.02798242  0.00122912 ...  0.02300763 -0.03814262
  0.13289635]"
308,vclaim-sno-adam-sandler-trump,"[ 0.0946971   0.05393787  0.06003981 ... -0.02482694 -0.03814262
  0.1417308 ]"
309,vclaim-sno-adam-schiff-lax,[0.12251368 0.21267831 0.1568391  ... 0.04471741 0.01229127 0.14081864]
310,vclaim-sno-adam-schiff-pedophile-hoax,"[ 0.10607999  0.17566445  0.09276147 ...  0.02975579 -0.03814262
  0.13564615]"
311,vclaim-sno-adam-schiff-settle-claim,"[ 0.05406176  0.08484513  0.07673047 ... -0.03926747 -0.03814262
  0.13358788]"
312,vclaim-sno-adam-schiff-ukrainian,"[ 0.08400267  0.17566445  0.12461226 ... -0.03926747 -0.03003179
  0.14946373]"
313,vclaim-sno-adam-schiff-witnesses-testify,"[ 0.02161409  0.12974925  0.03024103 ...  0.06363637 -0.03814262
  0.1332943 ]"
314,vclaim-sno-adam-schiffs-sister-was-married-to-george-soros-son,"[ 0.02870793  0.09313852 -0.01941944 ... -0.03926747 -0.03814262
  0.16718574]"
315,vclaim-sno-adam-toledo-chicago-tribune,[0.10114428 0.07327497 0.08339827 ... 0.01283503 0.         0.09087355]
316,vclaim-sno-adam-west-orgy,"[ 0.11522523  0.12932126  0.04670127 ... -0.03926747 -0.03814262
  0.13167202]"
317,vclaim-sno-adams-surgeon-general-ignored,"[ 0.00767365  0.11790692  0.09911769 ... -0.00660114 -0.03814262
  0.1463249 ]"
318,vclaim-sno-adding-stamp-to-ballot,"[ 0.08385752  0.05247737  0.07081818 ...  0.02199461 -0.0223385
  0.02249123]"
319,vclaim-sno-adele-death-hoax-rumors,[0.132138   0.14084817 0.04944997 ... 0.022883   0.02167082 0.14601506]
320,vclaim-sno-adele-white-privilege-petition,"[ 0.09955767  0.076013    0.08209071 ...  0.03710655 -0.03814262
  0.08006569]"
321,vclaim-sno-adem-flu-shot,"[ 0.07170648  0.09212954  0.16446349 ... -0.00752998 -0.03814262
  0.01369696]"
322,vclaim-sno-aden-cole-heath,"[ 0.09437954  0.07177451  0.08335778 ...  0.06750423 -0.03814262
  0.1164467 ]"
323,vclaim-sno-aderoid-approaches,"[ 0.10758317  0.0942339   0.11219496 ... -0.02406579 -0.0125493
  0.02711774]"
324,vclaim-sno-adidas,"[ 0.0408132   0.08362701  0.21270493 ...  0.07525147 -0.03814262
  0.07281517]"
325,vclaim-sno-adolf-hitler-election-namibia,"[ 0.13375281  0.1442687   0.10474259 ...  0.03142937 -0.03814262
 -0.00466525]"
326,vclaim-sno-adolf-hitler-smashing-the-nucleus,"[ 0.07138471  0.03390641  0.09580209 ...  0.0931517  -0.03814262
  0.04971233]"
327,vclaim-sno-adopted-habits,"[ 0.11146994  0.17095825  0.09830551 ...  0.12112626 -0.03814262
  0.08365919]"
328,vclaim-sno-adrian-peterson,"[ 0.14399217  0.12768501  0.11372391 ...  0.00790829 -0.03814262
  0.1419063 ]"
329,vclaim-sno-advice-and-descent,"[ 0.08388726  0.12050462  0.13774084 ...  0.05532978 -0.03381181
  0.05586303]"
330,vclaim-sno-advice-not-taken,"[ 0.11822744  0.06995732  0.15593871 ...  0.03094867 -0.03814262
  0.17140366]"
331,vclaim-sno-advice-to-young-brides,"[ 0.10861455  0.05717985  0.08984301 ... -0.02631909 -0.0377085
  0.00096273]"
332,vclaim-sno-aerial-footage-anti-trump-rally,"[ 0.13196704  0.10140675  0.12102894 ...  0.12705337 -0.03814262
 -0.02021639]"
333,vclaim-sno-aerial-view-abandoned-plane,"[ 0.05682091  0.10169969  0.12862235 ...  0.08427871 -0.03814262
  0.00438219]"
334,vclaim-sno-aeromexico-dna-discount,"[ 0.09406544  0.15043512  0.18709573 ...  0.08030885 -0.03814262
  0.11886699]"
335,vclaim-sno-aerossault,"[ 0.06219696  0.00365551  0.14653322 ...  0.0229667  -0.00274282
 -0.02892261]"
336,vclaim-sno-afghan-foster-child-jihadi,"[ 0.10904157  0.04774498  0.1445464  ... -0.01593815 -0.03814262
 -0.00129258]"
337,vclaim-sno-african-american-hurricane-names,"[ 0.01370258  0.09448823  0.1267262  ...  0.07707522 -0.03814262
  0.00496183]"
338,vclaim-sno-african-americans-for-obama,"[ 0.10194927  0.12116608  0.15116605 ... -0.01830004 -0.01011691
  0.02634681]"
339,vclaim-sno-african-billionaire-million-leave,"[ 0.1409259   0.11103661  0.16399793 ...  0.04052208 -0.03814262
  0.09884706]"
340,vclaim-sno-african-reconnection-ritual,"[ 0.09165619  0.02610701  0.1562635  ...  0.0854243  -0.03763751
  0.00867712]"
341,vclaim-sno-african-union-issues-travel-advisory-for-u-s,"[ 0.1099664   0.15081246  0.14029391 ... -0.03878975 -0.02308912
 -0.02892261]"
342,vclaim-sno-after-birth-abortion,"[ 0.09222922  0.11115031  0.06896073 ...  0.11184713 -0.03814262
  0.06031592]"
343,vclaim-sno-after-school-satan-clubs,[0.10288461 0.12737423 0.11300726 ... 0.0200524  0.0584208  0.04271463]
344,vclaim-sno-against-the-grain,"[ 0.10924932  0.19946305  0.08968031 ...  0.05411283 -0.03814262
  0.09104005]"
345,vclaim-sno-age-birth-year,"[ 0.05027236  0.05302984  0.0948816  ...  0.1577819  -0.03814262
  0.01948504]"
346,vclaim-sno-ai-robots-kill-scientists,"[ 0.15235585  0.12761642  0.00517541 ...  0.01443701 -0.03814262
 -0.00023884]"
347,vclaim-sno-aids-mary,[0.11285277 0.06643047 0.21648093 ... 0.03892592 0.07376724 0.01828904]
348,vclaim-sno-aig-bailout,"[ 0.01050217  0.1509876  -0.01628507 ... -0.0053213  -0.00062011
 -0.02892261]"
349,vclaim-sno-aint-no-prophet,"[ 0.03648455  0.08226249  0.18038379 ... -0.00597741 -0.03814262
  0.16846645]"
350,vclaim-sno-air-field,"[ 0.10272229  0.06636558  0.06443959 ...  0.07610303 -0.03814262
  0.0577414 ]"
351,vclaim-sno-air-force-academy-commencement-2013,"[ 0.04672279  0.13996732  0.04399626 ...  0.09020653 -0.03814262
  0.01894851]"
352,vclaim-sno-air-force-one-trump-daytona,"[ 0.05682091  0.15786324  0.10448699 ...  0.05348504 -0.03547538
  0.17982508]"
353,vclaim-sno-air-force-one,"[ 0.08075849  0.14430487  0.09411939 ...  0.12152553 -0.03814262
  0.08454911]"
354,vclaim-sno-air-jordans-price-drop,"[ 0.08507171  0.12064212  0.22218245 ... -0.03926747  0.03151697
  0.1367398 ]"
355,vclaim-sno-air-scare,"[ 0.02710943  0.14608873  0.18765898 ...  0.04633844  0.03789603
 -0.01763169]"
356,vclaim-sno-air-to-the-throne,[0.07599355 0.09690556 0.08150954 ... 0.0420766  0.         0.01448331]
357,vclaim-sno-airline-passengers-lawsuit-settlement,"[ 0.06698912  0.19271472  0.11348544 ... -0.00257391 -0.03814262
  0.07196527]"
358,vclaim-sno-airline-ticket-giveaway-scam,"[ 0.06682239  0.03239844  0.086546   ...  0.03379695 -0.02654058
  0.08594821]"
359,vclaim-sno-airliner-crash-video,"[ 0.08043934  0.0914623   0.16651516 ... -0.00448054  0.03951501
  0.00436161]"
360,vclaim-sno-airplane-forced-to-make-emergency-landing-odor,"[-0.00292122  0.07979095  0.16003491 ... -0.00547895  0.01851957
  0.00710254]"
361,vclaim-sno-airplane-train-runway,"[ 0.09110526  0.05196908  0.24555677 ...  0.13438314 -0.03814262
  0.00277308]"
362,vclaim-sno-airpods-explode-hospital,"[ 0.07908513  0.11766454  0.09554123 ...  0.02596518 -0.03620161
  0.01472462]"
363,vclaim-sno-airport-scanner-detonates,"[ 0.04822315  0.04076925  0.13105014 ... -0.00553812 -0.03814262
  0.02392438]"
364,vclaim-sno-aisle-and-girl,[0.11045755 0.07134044 0.29046214 ... 0.03083399 0.04696838 0.05457167]
365,vclaim-sno-aisle-of-man,"[ 0.09531249  0.10099123  0.16378786 ...  0.05476059 -0.00688181
  0.01918427]"
366,vclaim-sno-al-baghdadi-low-risk,"[ 0.08056305  0.09961014  0.10247017 ...  0.00626871 -0.03814262
  0.07387058]"
367,vclaim-sno-al-baghdadi-released-obama,"[ 0.1239587   0.10413247  0.17062306 ...  0.04979762 -0.03814262
  0.03432717]"
368,vclaim-sno-al-baghdadi-wapo-headline,"[ 0.09440152  0.09092394  0.17786904 ...  0.09890193 -0.03814262
  0.04591382]"
369,vclaim-sno-al-capone-woman-president,"[ 0.13083287  0.10398499  0.09633493 ... -0.01332589 -0.03814262
  0.06347447]"
370,vclaim-sno-al-franken-superdelegate-judgement,"[ 0.04482335  0.08959846  0.09318273 ...  0.09328964 -0.03814262
  0.08612187]"
371,vclaim-sno-al-gore-certify-2000-election,"[ 0.04096868  0.14302574  0.06189104 ... -0.03926747 -0.03814262
  0.11095165]"
372,vclaim-sno-al-gores-energy-use,"[ 0.06250889  0.12340844  0.11482318 ...  0.07980916 -0.03814262
  0.04106511]"
373,vclaim-sno-al-pacino-death-hoax,"[ 0.09922417  0.08463385  0.15045457 ...  0.03591475 -0.03814262
  0.0952453 ]"
374,vclaim-sno-al-powell-nakatomi-plaza,"[ 0.09919631  0.07627319  0.09371269 ...  0.03877641 -0.03814262
  0.07082473]"
375,vclaim-sno-al-roker-today-show,"[ 0.08983777  0.05856428  0.13659371 ...  0.0862262  -0.03814262
  0.04251997]"
376,vclaim-sno-al-sharpton-paid-floyd-funeral,"[ 0.05339646  0.08173584  0.08721391 ...  0.00734121 -0.03814262
  0.13520339]"
