,ver_claim_ids,ver_claim_encodings
198,vclaim-sno-a-black-man-the-progressives-perfect-trojan-horse,"[-0.03483677  0.00652858 -0.00298145 ...  0.02464727 -0.05706323
 -0.03181317]"
199,vclaim-sno-a-blackhawk-farewell,"[-0.06062759 -0.01381194  0.03874303 ...  0.036491    0.04547685
 -0.03563352]"
200,vclaim-sno-a-bogus-banksy,"[-0.01225601 -0.03340266  0.05338452 ...  0.0608292   0.05199048
 -0.02800485]"
201,vclaim-sno-a-bone-to-pick,[0.05015054 0.00881442 0.0364068  ... 0.03656638 0.0450901  0.02242568]
202,vclaim-sno-a-bridge-too-far-2,"[-0.02812321 -0.06166261  0.00946371 ...  0.03701781  0.03048612
 -0.02802939]"
203,vclaim-sno-a-bridge-too-far,"[-0.04842189 -0.06563357  0.0495607  ...  0.02586132 -0.00928843
 -0.05023501]"
204,vclaim-sno-a-brief-for-whitey,"[-0.04028577  0.00250691 -0.00692887 ...  0.0108487   0.01790582
 -0.05931437]"
205,vclaim-sno-a-brunt-message,"[-0.06273895  0.04184407 -0.01421835 ...  0.00787198 -0.01358152
 -0.00373082]"
206,vclaim-sno-a-celebrity-had-a-flat-tire-in-your-town,"[-0.01098437 -0.05795108  0.04947324 ...  0.03877228  0.00640071
  0.00212697]"
207,vclaim-sno-a-closed-captioned-reaction-2,"[ 0.01823339 -0.01819392  0.05808321 ... -0.00929465 -0.0449283
  0.00408958]"
208,vclaim-sno-a-closed-captioned-reaction,"[ 6.2069630e-05 -3.5131864e-02  5.3635288e-02 ...  5.1006777e-03
 -4.7120303e-02 -4.4858181e-03]"
209,vclaim-sno-a-curious-shadow,"[-0.02552463  0.00344328  0.0224593  ...  0.00525177  0.04676636
  0.02699338]"
210,vclaim-sno-a-difficult-cabin-announcement,"[-0.04082543 -0.00445335 -0.00294631 ...  0.04667648  0.02315586
  0.00251541]"
211,vclaim-sno-a-fair-shake,"[ 0.02764988 -0.01902511 -0.03463585 ... -0.02729947 -0.0041055
 -0.03452912]"
212,vclaim-sno-a-family-photo,"[ 0.01233774  0.00233615 -0.03089572 ... -0.02113237  0.03582051
  0.01058549]"
213,vclaim-sno-a-farewell-to-arms,"[ 0.01892334  0.05393885 -0.04320037 ...  0.02009746 -0.00848468
 -0.00712559]"
214,vclaim-sno-a-ford-able,"[ 0.00414906 -0.01173946 -0.00580552 ...  0.03165215  0.02695816
 -0.06408481]"
215,vclaim-sno-a-ford-dealers-report,"[-0.03154306  0.03312032 -0.02244826 ...  0.04554772 -0.03222899
 -0.004411  ]"
216,vclaim-sno-a-german39s-view-on-islam,"[ 0.03057401  0.06274994  0.04804107 ... -0.00892503 -0.04123779
  0.00057188]"
217,vclaim-sno-a-good-shellacking,"[ 0.01421983  0.04630538  0.00423148 ...  0.03318964 -0.04394022
 -0.02952279]"
218,vclaim-sno-a-jaded-state,"[ 0.04956785  0.02883216 -0.03741809 ... -0.00916653  0.00119803
  0.00269817]"
219,vclaim-sno-a-loon-way-home,"[-0.02061413 -0.03868613 -0.01045194 ...  0.0410901   0.0251985
 -0.00552263]"
220,vclaim-sno-a-model-exposed,"[-0.0128572   0.01111713 -0.00189587 ...  0.02347657 -0.05312162
 -0.01266955]"
221,vclaim-sno-a-murdered-witness,"[-0.01621886  0.01957405  0.02205945 ...  0.01748819  0.01593681
 -0.05962982]"
222,vclaim-sno-a-museum-on-every-corner,"[ 0.03985601  0.00015722 -0.03695891 ... -0.01729292 -0.01482249
 -0.05552103]"
223,vclaim-sno-a-mysterious-roofing-job,"[-0.04143924 -0.03422737  0.02627463 ...  0.01416035 -0.0386044
 -0.01471175]"
224,vclaim-sno-a-new-breed-of-gunner,"[-0.03012303  0.04606993 -0.00306038 ...  0.003328   -0.01215262
  0.04145904]"
225,vclaim-sno-a-night-in-casablanca,"[ 0.02526182  0.0419528  -0.00085867 ...  0.03484138  0.01312103
 -0.00056301]"
226,vclaim-sno-a-presidential-hug,"[ 0.0228355   0.01899756  0.01683111 ... -0.01450272  0.05961326
 -0.04070013]"
227,vclaim-sno-a-presidential-landfill,"[-0.04238367 -0.03457462  0.01929482 ... -0.02823402 -0.00130387
 -0.02524953]"
228,vclaim-sno-a-public-disservice-announcement,"[ 0.05544602 -0.0334019  -0.03011854 ...  0.01528773 -0.0122733
  0.02681639]"
229,vclaim-sno-a-scan-of-wealth-and-taste,"[ 0.0226123   0.00909249  0.0326223  ... -0.00033613 -0.03291331
  0.03856019]"
230,vclaim-sno-a-secret-of-love,"[ 0.00474835  0.02285221 -0.01030725 ...  0.05043666  0.00696995
 -0.04675484]"
231,vclaim-sno-a-series-of-unfortunate-events,"[-0.03624763 -0.05677402  0.01429871 ...  0.00852319 -0.01872604
 -0.04027405]"
232,vclaim-sno-a-shady-giveaway,"[ 0.03691279  0.02513745 -0.01365095 ...  0.02091938 -0.00288595
 -0.04828964]"
233,vclaim-sno-a-shot-in-the-dark,"[ 0.01013636  0.00597886 -0.03869215 ... -0.0505303   0.05089585
 -0.0432316 ]"
234,vclaim-sno-a-spanish-mystery,"[ 0.02549042  0.00036648  0.02835338 ...  0.03656663  0.02471474
 -0.02559656]"
235,vclaim-sno-a-star-is-borne,"[-0.00855041 -0.0588672   0.02976952 ... -0.00220441  0.02820914
  0.02062588]"
236,vclaim-sno-a-starion-is-born,"[-0.00547469 -0.02465106 -0.03509478 ...  0.05950094  0.0515405
  0.01666512]"
237,vclaim-sno-a-tea-bird-in-the-hand,"[ 0.00893181  0.004183   -0.05623524 ...  0.02546494  0.02338859
 -0.0064772 ]"
238,vclaim-sno-a-thank-you-to-all-starbucks-customers,"[ 0.02019511  0.03949972  0.02313439 ...  0.00725734 -0.0518112
 -0.0242683 ]"
239,vclaim-sno-a-tip-for-education,"[-0.00394054  0.0134816  -0.02322218 ...  0.03160566 -0.03041113
 -0.02223634]"
240,vclaim-sno-a-tip-for-your-service,"[ 0.03090855  0.04950455 -0.00797194 ...  0.04853184  0.01858508
 -0.04781755]"
241,vclaim-sno-a-toaster-dial-is-for-minutes-not-level-of-toasty-ness,"[ 0.04843109 -0.04150903 -0.00919618 ...  0.01412303 -0.03269438
 -0.04730088]"
242,vclaim-sno-a-truckin-miracle,"[-0.04542137  0.00245502 -0.02022561 ...  0.0544967  -0.03132548
  0.00658259]"
243,vclaim-sno-a-very-muslim-christmas,"[ 0.02939853  0.0100742   0.03358982 ... -0.03769991  0.04073614
 -0.00219864]"
244,vclaim-sno-a-victim-treats-his-mugger-right,"[-0.0041241  -0.01948541 -0.06011028 ...  0.04685061  0.01049784
  0.00398282]"
245,vclaim-sno-a-woman-in-a-revealing-dress-attended-a-hollywood-event-amidst-protests-against-sexual-harassment,"[-0.00378464 -0.00599555  0.02218489 ... -0.03036329  0.01110851
 -0.01230762]"
246,vclaim-sno-aaliyah-norris-bail,"[-0.01523551  0.05390814 -0.0443979  ...  0.02638575  0.03322172
 -0.05172824]"
247,vclaim-sno-aaron-hernandez-not-guilty,"[-0.04479937  0.02731146 -0.02292447 ...  0.00049635 -0.01784046
 -0.01563738]"
248,vclaim-sno-aaron-rodgers-bernie-sanders,"[-0.01555587 -0.03594546  0.03404884 ... -0.02609209  0.02801916
 -0.0116089 ]"
249,vclaim-sno-aaron-rodgers-stand-for-the-flag-kneel-for-the-cross-t-shirt,"[-0.04934089 -0.04086305  0.02670322 ... -0.00843062  0.01189196
 -0.00161452]"
250,vclaim-sno-aarp-supports-democratic-party,"[-2.1439541e-02 -7.5075272e-03 -1.8198187e-02 ...  2.6692024e-02
  3.6112790e-05 -1.3939575e-02]"
251,vclaim-sno-aba-letter-covid19-masks,"[ 0.00358631 -0.02479835  0.02887137 ...  0.00654067 -0.01147315
  0.04704425]"
252,vclaim-sno-abaco-bahamas-hurricane-dorian,"[ 0.01232342 -0.01514487  0.03945808 ... -0.01749267  0.01892971
  0.02317406]"
253,vclaim-sno-abandoned-city-near-joshua-tree,"[ 0.04639417 -0.04268608 -0.01638108 ...  0.03022379  0.03296818
 -0.00330459]"
254,vclaim-sno-abandoned-puppies,"[ 0.0179057  -0.03316095  0.03991584 ...  0.01722872  0.00622254
  0.01291541]"
255,vclaim-sno-abandoned-russian-hospital,"[-0.01189477 -0.01053664  0.01780822 ...  0.04220331  0.03100176
 -0.00054136]"
256,vclaim-sno-abandoned-submarine-photo,"[ 0.05570431 -0.01725088 -0.00715838 ...  0.04716922  0.03282739
  0.01906759]"
257,vclaim-sno-abbey-lain,"[ 0.00986414  0.03868504  0.0471402  ...  0.0623889   0.03736015
 -0.00229947]"
258,vclaim-sno-abby-johnson-household-voting,"[-0.04329995  0.02429572  0.0095301  ...  0.01233052  0.03994074
 -0.01156684]"
259,vclaim-sno-abby-rode,"[ 0.02488244  0.02100581 -0.03378371 ...  0.04429973 -0.03250978
 -0.00584174]"
260,vclaim-sno-abc-news-bans-flag-lapel-pins,"[-0.01041091  0.0307565  -0.03322641 ... -0.00054088  0.01849501
  0.03338001]"
261,vclaim-sno-abc-news-poll-trump-clinton,"[-0.04351836  0.03918792 -0.01198785 ... -0.03853601  0.0437049
  0.01714174]"
262,vclaim-sno-abc-video-syrian-war-footage,"[-0.03682455  0.01695508 -0.00798924 ...  0.01983871 -0.02027627
  0.04060324]"
263,vclaim-sno-abdu-sharkawy-coronavirus,"[ 0.00072939  0.00259087  0.028649   ... -0.01587516 -0.02932792
  0.04397928]"
264,vclaim-sno-able-bodied-ada-mask-loophole,"[-0.04886957 -0.03006216 -0.01194019 ... -0.04485135 -0.00686138
 -0.00193021]"
265,vclaim-sno-aborted-fetuses-dumpster-michigan,"[-0.00026813  0.00073311  0.02325483 ...  0.00359085  0.03765525
 -0.02450403]"
266,vclaim-sno-abortion-ar15-florida,"[-0.03787232  0.03578872  0.00974329 ...  0.0104707   0.0471318
 -0.01662194]"
267,vclaim-sno-abortion-barbie-doll,"[ 0.06008231 -0.01288638  0.03852755 ...  0.02696264  0.03973164
  0.01342121]"
268,vclaim-sno-abortion-breast-cancer-link,"[ 0.02432766  0.04579439 -0.02602491 ... -0.0304435   0.03749733
  0.03390509]"
269,vclaim-sno-abortion-clinic-forceps-christmas,"[-0.00226609 -0.00272807  0.04805043 ... -0.05315174  0.00988449
 -0.01581891]"
270,vclaim-sno-abortion-doping-real-practice,"[-0.01877274  0.02082396 -0.01121711 ... -0.03672937  0.04322921
  0.01091541]"
271,vclaim-sno-abortion-drown-flush,[0.0228283  0.03717423 0.01332603 ... 0.01427829 0.02544469 0.0371337 ]
272,vclaim-sno-abortion-rates-presidencies,"[-0.04751287  0.04189219 -0.05395216 ... -0.02566593 -0.0168258
 -0.01590163]"
273,vclaim-sno-abortion-survive-scream,"[ 0.00516169  0.05209095  0.04055168 ...  0.04858497  0.05836333
 -0.0141863 ]"
274,vclaim-sno-abortionist-strangled-baby-born-alive,"[-0.02487587  0.05069869  0.04099761 ...  0.03304496  0.05220198
 -0.02581234]"
275,vclaim-sno-abraham-lincoln-didnt-quit,"[-0.03304814  0.00280884 -0.01119933 ... -0.02225226 -0.00441304
  0.00023073]"
276,vclaim-sno-abraham-lincolns-capitalism-prophecy,"[-0.04990096 -0.00281703  0.03328817 ... -0.024459   -0.05219527
  0.04038738]"
277,vclaim-sno-abrams-assault-weapons,"[ 0.0183975   0.03627882 -0.00760575 ...  0.04282044 -0.00788653
  0.0068867 ]"
278,vclaim-sno-abrams-campaign-sign-photo,"[ 0.02616416 -0.01239422  0.00541083 ... -0.0120187   0.03770648
  0.01036134]"
279,vclaim-sno-abrams-traded-manager,"[-0.00310722 -0.03461422  0.02938265 ...  0.04573176 -0.04004928
 -0.01645572]"
280,vclaim-sno-absentee-ballot-fraud-heritage,"[-0.02487631  0.00033901 -0.05341789 ...  0.04824275  0.04937984
 -0.00345256]"
281,vclaim-sno-absentee-ballots-undeliverable,"[-0.04747413 -0.00422701 -0.0475556  ...  0.06015295  0.03558765
 -0.03079448]"
282,vclaim-sno-absentee-ballots,"[-0.00792227  0.03188542 -0.02507149 ...  0.03034195  0.05803403
 -0.03008639]"
283,vclaim-sno-ac-moore-closing-down,"[ 0.02497958  0.00520003  0.00395708 ... -0.02322314  0.00069994
  0.0268989 ]"
284,vclaim-sno-ac-or-aoc-ercot-texas-option,"[ 0.01998235  0.03210957 -0.02378269 ... -0.00089035 -0.05769336
 -0.0148993 ]"
285,vclaim-sno-aca-versus-ahca,"[ 0.02033611  0.00759702 -0.01422985 ...  0.01364408 -0.03845618
 -0.0163698 ]"
286,vclaim-sno-accused-russian-spy-mariia-butina-photographed-oval-office,"[-0.03576467 -0.01474889 -0.04751612 ... -0.02517263  0.04456735
  0.04835415]"
287,vclaim-sno-ace-hardware-stands-against-standing-rock,"[ 0.01651116  0.02658291 -0.0024833  ... -0.00366949  0.00627023
  0.00812137]"
288,vclaim-sno-acesha-bright-murder,"[ 0.01445408  0.02774214  0.04515974 ...  0.00461757  0.03028581
 -0.02020255]"
289,vclaim-sno-acetone-deaf,"[ 0.05575457 -0.00120748  0.01150005 ... -0.04232535 -0.03778387
  0.00294495]"
290,vclaim-sno-acid-bomb,"[ 0.02577545 -0.02147898  0.03402651 ...  0.03073473 -0.03546487
 -0.05525669]"
291,vclaim-sno-acid-rain-warning,"[ 0.00134971 -0.04505491  0.02781621 ...  0.01808495  0.02087462
  0.03195606]"
292,vclaim-sno-aclu-christmas-cards,"[ 0.05309841  0.02285017 -0.01370954 ... -0.01828367  0.01383222
 -0.01996232]"
293,vclaim-sno-aclu-director-resigns-over-transgender-bathroom-policy,"[ 0.05267894  0.06038979  0.00284289 ...  0.01057793  0.03704135
 -0.02602159]"
294,vclaim-sno-aclu-police-remove-body-cams-inauguration-protests,"[ 0.00575955  0.0094703  -0.02877229 ... -0.00994207  0.03649529
 -0.02242741]"
295,vclaim-sno-aclu-travel-warning-texas,"[ 0.01784261  0.01821632 -0.01779745 ...  0.02693835 -0.02571849
  0.03679517]"
296,vclaim-sno-aclu-trump-used-the-word-america,"[ 0.00256131  0.0052873  -0.03386848 ...  0.05127921 -0.04735499
  0.00788988]"
297,vclaim-sno-act-like-youve-been-there-before,"[-0.01938351 -0.02966914  0.01028065 ... -0.03531818 -0.05385761
 -0.04850831]"
298,vclaim-sno-activists-target-big-box-chain-target-with-holiday-boycott,"[ 0.02677634  0.03665258  0.02282485 ... -0.02708438  0.02343565
  0.04942041]"
299,vclaim-sno-actor-harry-shearer-leaving-simpsons,"[-0.0033015   0.03459889  0.02122304 ... -0.00098033 -0.05455076
 -0.05176209]"
300,vclaim-sno-actor-sam-elliott-really-dead,"[-0.00064462  0.05936042  0.02480037 ...  0.03291056  0.02965598
 -0.05386228]"
301,vclaim-sno-ad5-vaccine-hiv,"[ 0.05710031  0.04325561 -0.03489074 ...  0.009708    0.0003788
  0.06066675]"
302,vclaim-sno-adam-12-pack,"[-0.03638834 -0.00957441  0.02823393 ...  0.05540653  0.0517737
 -0.04986626]"
303,vclaim-sno-adam-butsch-gallows-post-facebook,"[-0.00790002 -0.00047945 -0.03306984 ... -0.04522635  0.00792161
 -0.03277645]"
304,vclaim-sno-adam-lambert-metallica-singer,"[-0.04283865 -0.01634848  0.00257487 ...  0.04681749  0.00176414
 -0.05477799]"
305,vclaim-sno-adam-sandler-dead,"[-0.03913657  0.01731742  0.02696821 ...  0.00326913  0.01834252
 -0.05522734]"
306,vclaim-sno-adam-sandler-death-hoax-2,"[-0.04982893 -0.01797109  0.03149358 ...  0.02357714  0.00493616
 -0.05820208]"
307,vclaim-sno-adam-sandler-death,"[-0.03993271  0.02656549  0.03873584 ...  0.00951725  0.00851296
 -0.05462423]"
308,vclaim-sno-adam-sandler-trump,"[-0.02001495 -0.05579906  0.01102258 ... -0.00373851 -0.00864356
 -0.03534015]"
309,vclaim-sno-adam-schiff-lax,"[-0.03075926 -0.04399393 -0.00615928 ...  0.0446477   0.0103785
  0.04074464]"
310,vclaim-sno-adam-schiff-pedophile-hoax,"[-0.00297329  0.01605241 -0.05990795 ...  0.05548517 -0.04041922
 -0.01732233]"
311,vclaim-sno-adam-schiff-settle-claim,"[-0.03112842  0.0215483  -0.03170825 ...  0.04049484 -0.0245215
 -0.04177864]"
312,vclaim-sno-adam-schiff-ukrainian,"[-0.02550313 -0.03033797 -0.05443335 ...  0.04572767 -0.04249028
  0.03647734]"
313,vclaim-sno-adam-schiff-witnesses-testify,"[-0.00256603  0.00328484 -0.01886221 ...  0.03258846 -0.04053763
 -0.01406157]"
314,vclaim-sno-adam-schiffs-sister-was-married-to-george-soros-son,"[ 0.00400632 -0.01415854 -0.00800669 ...  0.00746097 -0.02517093
 -0.04599941]"
315,vclaim-sno-adam-toledo-chicago-tribune,"[ 0.02963766  0.03458616 -0.01500461 ...  0.0272306  -0.01638306
 -0.00207023]"
316,vclaim-sno-adam-west-orgy,"[ 0.01773416 -0.05151784  0.04054088 ...  0.0244207   0.02656339
 -0.04268476]"
317,vclaim-sno-adams-surgeon-general-ignored,"[-0.02420383  0.02609077 -0.05322437 ... -0.00870944  0.00728746
 -0.05036559]"
318,vclaim-sno-adding-stamp-to-ballot,"[-0.03522461 -0.03210544  0.03968135 ...  0.01705069  0.02924263
 -0.03232614]"
319,vclaim-sno-adele-death-hoax-rumors,"[-0.04000817  0.01823449  0.00428735 ...  0.02222488  0.04709363
 -0.05594687]"
320,vclaim-sno-adele-white-privilege-petition,"[-0.01265371 -0.02670714 -0.02040444 ...  0.00461812  0.00921959
 -0.03912018]"
321,vclaim-sno-adem-flu-shot,"[ 0.03708541  0.05407658  0.03561971 ... -0.01090842  0.04119214
  0.00152021]"
322,vclaim-sno-aden-cole-heath,[0.02941395 0.03280992 0.01235135 ... 0.00797162 0.02683548 0.01491376]
323,vclaim-sno-aderoid-approaches,"[ 0.01878045 -0.03827297  0.02276492 ... -0.0168452   0.00633612
  0.05260184]"
324,vclaim-sno-adidas,"[ 0.03285733 -0.04573134 -0.00590536 ... -0.00711434 -0.03813964
  0.04196054]"
325,vclaim-sno-adolf-hitler-election-namibia,"[-0.02516751 -0.03420782  0.00985259 ...  0.01485678  0.05244879
  0.06038122]"
326,vclaim-sno-adolf-hitler-smashing-the-nucleus,"[ 0.03623099  0.00902963  0.0411455  ... -0.04008908  0.03609768
 -0.00754444]"
327,vclaim-sno-adopted-habits,[0.05108333 0.01483986 0.03324449 ... 0.04847491 0.03365866 0.01633661]
328,vclaim-sno-adrian-peterson,"[-0.03791346  0.0278474   0.04747679 ...  0.00810779  0.05460626
 -0.05923414]"
329,vclaim-sno-advice-and-descent,"[-0.00126241  0.02421481 -0.01283196 ... -0.04013647 -0.01796915
 -0.05018999]"
330,vclaim-sno-advice-not-taken,"[-0.01946734 -0.04584094  0.02393546 ...  0.02145751  0.03878437
 -0.01921987]"
331,vclaim-sno-advice-to-young-brides,"[ 0.01797935  0.01156771 -0.03914164 ... -0.00899024 -0.0448815
 -0.00955134]"
332,vclaim-sno-aerial-footage-anti-trump-rally,"[-0.03257006 -0.01883013  0.03851328 ... -0.01450394  0.03307558
  0.04212673]"
333,vclaim-sno-aerial-view-abandoned-plane,"[-0.02517468 -0.02847085  0.00531314 ...  0.02528343  0.01526002
 -0.01841542]"
334,vclaim-sno-aeromexico-dna-discount,"[ 0.0245517  -0.00858476 -0.04936279 ...  0.00418909 -0.01878203
  0.02436955]"
335,vclaim-sno-aerossault,"[-0.02715805 -0.01625824  0.06278804 ...  0.00651435 -0.02881758
 -0.05789841]"
336,vclaim-sno-afghan-foster-child-jihadi,"[ 0.03098973  0.02443819 -0.01813802 ...  0.04235452  0.05536698
  0.01330588]"
337,vclaim-sno-african-american-hurricane-names,"[-0.03204312  0.01079752 -0.00443895 ...  0.03698886 -0.02220726
  0.00287432]"
338,vclaim-sno-african-americans-for-obama,"[ 0.00555753 -0.00773455 -0.01958201 ... -0.04496587  0.03245832
  0.0391608 ]"
339,vclaim-sno-african-billionaire-million-leave,"[ 0.0072074   0.01959634 -0.04304384 ...  0.02610179  0.00816355
  0.0107722 ]"
340,vclaim-sno-african-reconnection-ritual,"[ 0.02536669 -0.0505092  -0.02020521 ...  0.01007753  0.03203635
  0.00075734]"
341,vclaim-sno-african-union-issues-travel-advisory-for-u-s,"[ 0.03216329 -0.01959638 -0.0353526  ...  0.01588678 -0.03332028
  0.05418921]"
342,vclaim-sno-after-birth-abortion,"[ 0.02662403  0.04524196  0.01732145 ... -0.04238405 -0.00654296
  0.00622785]"
343,vclaim-sno-after-school-satan-clubs,"[ 0.06191295 -0.00297047  0.02349987 ...  0.01216639  0.02861002
  0.03057216]"
344,vclaim-sno-against-the-grain,"[ 0.01530624  0.00800568 -0.04978442 ...  0.05490752  0.0052149
  0.02759106]"
345,vclaim-sno-age-birth-year,"[-0.02148425 -0.0441998  -0.02049995 ... -0.05160416 -0.02595258
  0.0338871 ]"
346,vclaim-sno-ai-robots-kill-scientists,"[-0.04065423 -0.02758764 -0.00790958 ...  0.01446724  0.03180319
 -0.0143024 ]"
347,vclaim-sno-aids-mary,"[ 0.01637025 -0.04776333 -0.01230973 ...  0.00708348  0.02285479
  0.01165343]"
348,vclaim-sno-aig-bailout,"[ 0.0086367   0.02339457 -0.03563275 ...  0.02588868 -0.03425904
  0.01879646]"
349,vclaim-sno-aint-no-prophet,"[-0.01839051 -0.02394819  0.06370367 ...  0.04553331  0.0130155
  0.04078983]"
350,vclaim-sno-air-field,"[-0.00048968 -0.05577272  0.05076556 ... -0.03214785  0.04278269
 -0.00627322]"
351,vclaim-sno-air-force-academy-commencement-2013,"[-0.02654538  0.0296647   0.00792405 ... -0.03506529 -0.03665833
 -0.03192616]"
352,vclaim-sno-air-force-one-trump-daytona,"[-0.04802773 -0.03680297 -0.00980392 ...  0.0235706   0.05452425
  0.02430501]"
353,vclaim-sno-air-force-one,"[-0.03058654 -0.02518441 -0.00418661 ...  0.00131261 -0.02204718
  0.04139882]"
354,vclaim-sno-air-jordans-price-drop,"[ 9.6794844e-05  1.4155704e-02 -2.9633267e-02 ... -2.8986448e-02
 -3.2175612e-02  3.6423303e-02]"
355,vclaim-sno-air-scare,"[ 0.009918    0.00763726  0.01157052 ... -0.01041183 -0.02016384
 -0.02394196]"
356,vclaim-sno-air-to-the-throne,"[ 0.01111978 -0.0276582   0.0430642  ...  0.01443409  0.02440007
 -0.03101434]"
357,vclaim-sno-airline-passengers-lawsuit-settlement,"[-0.00282118 -0.0027596  -0.02974148 ...  0.0501312  -0.00592727
 -0.02799947]"
358,vclaim-sno-airline-ticket-giveaway-scam,"[-0.00141646 -0.04509553 -0.02571481 ... -0.02310809 -0.00316064
 -0.01727362]"
359,vclaim-sno-airliner-crash-video,[0.01770289 0.02285005 0.04831544 ... 0.03731866 0.02446496 0.0110987 ]
360,vclaim-sno-airplane-forced-to-make-emergency-landing-odor,"[ 0.01225511  0.02826158  0.01973904 ...  0.0626056  -0.001974
 -0.03647133]"
361,vclaim-sno-airplane-train-runway,"[-0.02034964 -0.02553428 -0.01855554 ...  0.02802815 -0.02087809
 -0.03269798]"
362,vclaim-sno-airpods-explode-hospital,"[-0.03055123  0.05139386  0.04720667 ...  0.05473386 -0.03137542
 -0.04083483]"
363,vclaim-sno-airport-scanner-detonates,"[ 0.027635    0.02867873  0.04550716 ...  0.0198387  -0.01294435
  0.03788992]"
364,vclaim-sno-aisle-and-girl,"[ 0.0122109  -0.0190932   0.01246388 ...  0.04300799  0.00323286
 -0.02131839]"
365,vclaim-sno-aisle-of-man,"[-0.00817211 -0.02889372 -0.01304664 ... -0.0308791  -0.0145091
  0.05612721]"
366,vclaim-sno-al-baghdadi-low-risk,"[-0.00732028  0.02104003 -0.05679012 ... -0.00520833 -0.00638152
 -0.03759841]"
367,vclaim-sno-al-baghdadi-released-obama,"[-0.02731986 -0.0173288  -0.03874782 ...  0.0095922   0.02146016
 -0.04486622]"
368,vclaim-sno-al-baghdadi-wapo-headline,"[-0.04017715 -0.00806469  0.04036909 ... -0.01255053  0.01593044
 -0.01638275]"
369,vclaim-sno-al-capone-woman-president,"[-0.00247958  0.03537191 -0.04405437 ...  0.04352353  0.0216037
 -0.00532128]"
370,vclaim-sno-al-franken-superdelegate-judgement,"[-0.00969663 -0.00450282  0.01924464 ...  0.01000839  0.02159696
 -0.03110087]"
371,vclaim-sno-al-gore-certify-2000-election,"[ 0.01492448 -0.0049598  -0.02638827 ...  0.02814638  0.02896552
 -0.04080046]"
